Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2021-10-12,2021,10,12,Tuesday,41,2021-41,139.82,139.84,137.68,138.14,73035900,-0.00910287699027268,139.51142857142858,143.7678
2021-10-13,2021,10,13,Wednesday,41,2021-41,137.88,138.04,135.89,137.56,78762700,-0.00424017824035694,139.09857142857143,143.6462
2021-10-14,2021,10,14,Thursday,41,2021-41,138.73,140.46,138.14,140.34,69907100,0.02022572366848374,138.87785714285715,143.5882
2021-10-15,2021,10,15,Friday,41,2021-41,140.35,141.45,140.1,141.39,67940300,0.007512715632998157,138.84071428571428,143.549
2021-10-18,2021,10,18,Monday,42,2021-42,140.04,143.35,139.75,143.06,85589200,0.011805940082471933,139.1642857142857,143.557
2021-10-19,2021,10,19,Tuesday,42,2021-42,143.51,145.62,143.06,145.22,76378900,0.015080361900528194,139.57785714285714,143.6092
2021-10-20,2021,10,20,Wednesday,42,2021-42,145.16,146.19,144.6,145.71,58418800,0.0033609579765199182,140.11928571428572,143.6806
2021-10-21,2021,10,21,Thursday,42,2021-42,145.27,146.08,144.35,145.92,61421000,0.0014740480211250517,140.595,143.7512
2021-10-22,2021,10,22,Friday,42,2021-42,146.13,146.61,145.1,145.15,58883400,-0.005285001291396529,141.2607142857143,143.7472
2021-10-25,2021,10,25,Monday,43,2021-43,145.14,145.82,144.11,145.1,50720600,-0.00033639070434743346,141.78571428571428,143.7382
2021-10-26,2021,10,26,Tuesday,43,2021-43,145.78,147.25,145.47,145.77,60893400,0.004575086008294038,142.29642857142858,143.703
2021-10-27,2021,10,27,Wednesday,43,2021-43,145.81,146.17,144.96,145.31,56094900,-0.0031476841701424396,142.68428571428572,143.67680000000001
2021-10-28,2021,10,28,Thursday,43,2021-43,146.26,149.53,146.16,148.94,100077900,0.024991533642025,143.35857142857142,143.798
2021-10-29,2021,10,29,Friday,43,2021-43,143.72,146.37,142.93,146.24,124953200,-0.01815576081046788,143.84642857142856,143.8586
2021-11-01,2021,11,1,Monday,44,2021-44,145.45,146.14,144.28,145.42,74588300,-0.0056071932511672085,144.36642857142857,143.87380000000002
2021-11-02,2021,11,2,Tuesday,44,2021-44,145.12,147.96,145.11,146.45,69122000,0.007115932458924723,145.00142857142856,143.87980000000002
2021-11-03,2021,11,3,Wednesday,44,2021-44,146.81,148.36,146.26,147.89,54511500,0.009798769264494744,145.54071428571427,143.91639999999998
2021-11-04,2021,11,4,Thursday,44,2021-44,147.97,148.8,147.06,147.37,60394600,-0.0034985970221479423,145.96785714285713,143.9672
2021-11-05,2021,11,5,Friday,44,2021-44,148.49,148.8,146.7,147.9,65463900,0.00358211662752983,146.3135714285714,144.0446
2021-11-08,2021,11,8,Monday,45,2021-45,148.02,148.18,146.8,147.08,55020900,-0.005552498805012851,146.44642857142858,144.0848
2021-11-09,2021,11,9,Tuesday,45,2021-45,146.84,148.04,146.7,147.44,56787900,0.0024592387709823083,146.57,144.04399999999998
2021-11-10,2021,11,10,Wednesday,45,2021-45,146.67,146.77,144.54,144.61,65187100,-0.01916313435327388,146.47642857142858,143.9718
2021-11-11,2021,11,11,Thursday,45,2021-45,145.63,146.09,144.38,144.56,41000000,-0.0003378600816097421,146.43428571428572,143.8854
2021-11-12,2021,11,12,Friday,45,2021-45,145.11,147.04,144.18,146.64,63804000,0.014336779854622561,146.5442857142857,143.8184
2021-11-15,2021,11,15,Monday,46,2021-46,147.01,148.48,146.09,146.65,59222800,6.680595326380434e-05,146.60714285714286,143.7388
2021-11-16,2021,11,16,Tuesday,46,2021-46,146.59,148.1,146.0,147.62,59256200,0.006666726323241834,146.77214285714285,143.632
2021-11-17,2021,11,17,Wednesday,46,2021-46,147.62,151.53,147.61,150.06,88807000,0.016490027789161976,146.85214285714284,143.60479999999998
2021-11-18,2021,11,18,Thursday,46,2021-46,150.27,155.12,149.63,154.34,137827700,0.028536114384843936,147.4307142857143,143.6836
2021-11-19,2021,11,19,Friday,46,2021-46,154.12,157.42,153.03,156.96,117305600,0.016975720427069296,148.25500000000002,143.9142
2021-11-22,2021,11,22,Monday,47,2021-47,158.06,161.99,157.4,157.42,117467900,0.002927427731770793,149.03857142857143,144.1428
2021-11-23,2021,11,23,Tuesday,47,2021-47,157.52,158.18,155.5,157.8,96041900,0.002422208518334301,149.7464285714286,144.4068
2021-11-24,2021,11,24,Wednesday,47,2021-47,157.16,158.51,156.07,158.32,69463600,0.0032834355434314677,150.52857142857144,144.6636
2021-11-26,2021,11,26,Friday,47,2021-47,156.0,156.86,152.86,153.3,76959800,-0.03167818459586236,150.91428571428568,144.8246
2021-11-29,2021,11,29,Monday,48,2021-48,155.81,157.59,155.24,156.66,88748200,0.02187354805728825,151.59857142857143,145.106
2021-11-30,2021,11,30,Tuesday,48,2021-48,156.41,161.82,156.34,161.6,174048100,0.031577501705766675,152.60999999999999,145.5472
2021-12-01,2021,12,1,Wednesday,48,2021-48,163.73,166.49,160.85,161.09,152052500,-0.0032064501021638048,153.78714285714287,145.96859999999998
2021-12-02,2021,12,2,Thursday,48,2021-48,155.19,160.53,154.27,160.1,136739200,-0.006129556637040845,154.89714285714285,146.32299999999998
2021-12-03,2021,12,3,Friday,48,2021-48,160.35,161.27,156.15,158.22,118023100,-0.011724645764480401,155.7242857142857,146.62060000000002
2021-12-06,2021,12,6,Monday,49,2021-49,160.62,164.13,160.61,161.62,107497000,0.021503005789767826,156.7935714285714,146.9844
2021-12-07,2021,12,7,Tuesday,49,2021-49,165.3,167.74,164.58,167.35,120405400,0.035446151824332084,158.20285714285714,147.4932
2021-12-08,2021,12,8,Wednesday,49,2021-49,168.28,172.03,166.88,171.16,116998900,0.022783253870295672,159.71,148.1458
2021-12-09,2021,12,9,Thursday,49,2021-49,171.0,172.8,170.03,170.66,108923700,-0.002970193760614026,160.87571428571428,148.7704
2021-12-10,2021,12,10,Friday,49,2021-49,171.29,175.61,170.78,175.44,115402700,0.02801326021545525,162.19571428571427,149.5166
2021-12-13,2021,12,13,Monday,50,2021-50,177.07,178.06,171.6,171.81,153237000,-0.020674174659463196,163.2235714285714,150.1676
2021-12-14,2021,12,14,Tuesday,50,2021-50,171.33,173.77,168.36,170.43,139380400,-0.008023101074483452,164.1257142857143,150.8596
2021-12-15,2021,12,15,Wednesday,50,2021-50,171.19,175.49,168.46,175.29,131063300,0.02850905662059855,165.33785714285713,151.6104
2021-12-16,2021,12,16,Thursday,50,2021-50,175.27,177.09,166.93,168.41,150185800,-0.03926373543055617,166.41714285714286,152.2062
2021-12-17,2021,12,17,Friday,50,2021-50,166.13,169.59,165.9,167.31,195432700,-0.006501719886937929,167.17785714285714,152.7548
2021-12-20,2021,12,20,Monday,51,2021-51,164.52,166.77,163.72,165.95,107499100,-0.008122014253698184,167.48857142857145,153.28379999999999
2021-12-21,2021,12,21,Tuesday,51,2021-51,167.72,169.33,165.34,169.12,91185900,0.01908678188841506,168.06214285714285,153.878
2021-12-22,2021,12,22,Wednesday,51,2021-51,169.17,171.93,168.3,171.71,92135300,0.015318838028597792,168.89142857142858,154.5494
2021-12-23,2021,12,23,Thursday,51,2021-51,171.92,172.9,171.35,172.34,68356600,0.003643721458448379,169.9,155.245
2021-12-27,2021,12,27,Monday,52,2021-52,173.13,176.39,173.11,176.3,74919600,0.022974705724126743,170.9485714285714,155.9642
2021-12-28,2021,12,28,Tuesday,52,2021-52,176.13,177.27,174.54,175.28,79144300,-0.0057670113896549635,171.51500000000001,156.642
2021-12-29,2021,12,29,Wednesday,52,2021-52,175.32,176.59,174.16,175.37,62348900,0.0005017764575434569,171.81571428571428,157.2882
2021-12-30,2021,12,30,Thursday,52,2021-52,175.46,176.53,174.11,174.21,59773000,-0.006578032047643845,172.06928571428574,157.868
2021-12-31,2021,12,31,Friday,52,2021-52,174.11,175.22,173.3,173.6,64062300,-0.0035352336575474874,171.93785714285715,158.4258
2022-01-03,2022,1,3,Monday,01,2022-01,173.85,178.79,173.74,177.94,104487900,0.025004071816202345,172.3757142857143,159.06619999999998
2022-01-04,2022,1,4,Tuesday,01,2022-01,178.55,178.85,175.11,175.68,99310400,-0.012691637700877556,172.75071428571428,159.67680000000001
2022-01-05,2022,1,5,Wednesday,01,2022-01,175.59,176.14,170.73,171.01,94537600,-0.026600008424925492,172.445,160.195
2022-01-06,2022,1,6,Thursday,01,2022-01,168.84,171.38,167.8,168.15,96904000,-0.016693201698872562,172.4264285714286,160.64260000000002
2022-01-07,2022,1,7,Friday,01,2022-01,169.02,170.25,167.21,168.32,86709100,0.0009882838769439406,172.49857142857144,161.1028
2022-01-10,2022,1,10,Monday,02,2022-02,165.3,168.64,164.41,168.34,106765600,0.00011630854272204338,172.6692857142857,161.4908
2022-01-11,2022,1,11,Tuesday,02,2022-02,168.47,171.26,167.0,171.16,76138300,0.016783736681251993,172.815,161.9892
2022-01-12,2022,1,12,Wednesday,02,2022-02,172.18,173.22,170.91,171.6,74805200,0.002570281124498086,172.80714285714285,162.5128
2022-01-13,2022,1,13,Thursday,02,2022-02,171.85,172.67,167.95,168.34,84505800,-0.019028066342280936,172.52142857142857,162.9506
2022-01-14,2022,1,14,Friday,02,2022-02,167.51,169.89,167.26,169.2,80440800,0.005110635718595713,172.0142857142857,163.3768
2022-01-18,2022,1,18,Tuesday,03,2022-03,167.67,168.68,165.62,166.0,90956700,-0.018894242401860883,171.35142857142856,163.7494
2022-01-19,2022,1,19,Wednesday,03,2022-03,166.2,167.25,162.23,162.51,94815000,-0.02102460696173425,170.43285714285713,164.0416
2022-01-20,2022,1,20,Thursday,03,2022-03,163.25,165.89,160.51,160.83,91420500,-0.010347096881655582,169.47714285714284,164.3166
2022-01-21,2022,1,21,Friday,03,2022-03,160.74,162.61,158.67,158.78,122848900,-0.012765475806685744,168.41857142857143,164.5434
2022-01-24,2022,1,24,Monday,04,2022-04,156.44,158.67,151.24,158.01,162294600,-0.00486378826938183,166.99499999999998,164.8114
2022-01-25,2022,1,25,Tuesday,04,2022-04,155.42,159.12,153.51,156.21,115798400,-0.01138505759114572,165.6042857142857,165.04440000000002
2022-01-26,2022,1,26,Wednesday,04,2022-04,159.84,160.71,154.29,156.12,108275300,-0.0005631438607404116,164.54071428571427,165.234
2022-01-27,2022,1,27,Thursday,04,2022-04,158.82,160.18,154.74,155.66,121954600,-0.0029430950154846203,163.64857142857142,165.41420000000002
2022-01-28,2022,1,28,Friday,04,2022-04,162.0,166.54,159.16,166.52,179935700,0.06977752038123786,163.52,165.79219999999998
2022-01-31,2022,1,31,Monday,05,2022-05,166.35,171.09,165.72,170.87,115541600,0.02612581284078841,163.70071428571427,166.2084
2022-02-01,2022,2,1,Tuesday,05,2022-05,170.12,170.93,168.46,170.71,86213900,-0.000972743100717044,163.66857142857143,166.5358
2022-02-02,2022,2,2,Wednesday,05,2022-05,170.84,171.95,169.45,171.91,84914300,0.00704421499452601,163.69071428571428,166.8348
2022-02-03,2022,2,3,Thursday,05,2022-05,170.58,172.3,168.27,169.03,89418100,-0.016719565579769946,163.74,167.067
2022-02-04,2022,2,4,Friday,05,2022-05,168.05,170.42,167.08,168.75,82465400,-0.001679578854132946,163.70785714285716,167.28600000000003
2022-02-07,2022,2,7,Monday,06,2022-06,169.21,170.28,167.34,168.04,77251200,-0.004234404188162011,163.85357142857146,167.4804
2022-02-08,2022,2,8,Tuesday,06,2022-06,168.1,171.65,167.81,171.14,74829200,0.018466734868931578,164.47,167.83720000000002
2022-02-09,2022,2,9,Wednesday,06,2022-06,172.33,172.92,171.21,172.56,71285000,0.00829363899047264,165.30785714285713,168.1552
2022-02-10,2022,2,10,Thursday,06,2022-06,170.46,171.77,167.93,168.49,90865900,-0.023598597295202972,166.00142857142856,168.293
2022-02-11,2022,2,11,Friday,06,2022-06,168.69,169.43,164.49,165.08,98670700,-0.020218436162843356,166.5064285714286,168.37279999999998
2022-02-14,2022,2,14,Monday,07,2022-07,163.84,166.0,163.04,165.31,86185500,0.001423104126927921,167.15642857142856,168.477
2022-02-15,2022,2,15,Tuesday,07,2022-07,167.36,169.3,166.65,169.14,62527400,0.023152390622115604,168.08642857142857,168.6954
2022-02-16,2022,2,16,Wednesday,07,2022-07,168.22,169.68,166.46,168.91,61177400,-0.00138901506229272,169.03285714285715,168.84120000000001
2022-02-17,2022,2,17,Thursday,07,2022-07,167.42,168.28,164.91,165.31,69589300,-0.021269014970591082,168.94642857142858,168.8004
2022-02-18,2022,2,18,Friday,07,2022-07,166.23,166.94,162.68,163.77,82772700,-0.009355916558980937,168.43928571428572,168.6526
2022-02-22,2022,2,22,Tuesday,08,2022-08,161.5,163.17,158.73,160.85,91162800,-0.017812209822040015,167.73499999999999,168.4564
2022-02-23,2022,2,23,Wednesday,08,2022-08,162.04,162.64,156.38,156.69,90009200,-0.025864334239658837,166.64785714285716,168.0814
2022-02-24,2022,2,24,Thursday,08,2022-08,149.36,159.41,148.79,159.3,141147500,0.01668049818391948,165.95285714285714,167.83120000000002
2022-02-25,2022,2,25,Friday,08,2022-08,160.38,161.63,157.47,161.37,91974200,0.01296548014306742,165.4257142857143,167.65
2022-02-28,2022,2,28,Monday,09,2022-09,159.62,161.93,159.0,161.63,95056600,0.0016375634629124391,164.96785714285716,167.3768
2022-03-01,2022,3,1,Tuesday,09,2022-09,161.22,163.08,158.55,159.75,83474400,-0.01162800796693142,164.1542857142857,167.2036
2022-03-02,2022,3,2,Wednesday,09,2022-09,160.92,163.83,159.51,163.04,79724800,0.020588535602987346,163.47428571428574,167.1182
2022-03-03,2022,3,3,Thursday,09,2022-09,164.91,165.34,162.05,162.72,76678400,-0.001981344793207218,163.06214285714285,167.05360000000002
2022-03-04,2022,3,4,Friday,09,2022-09,161.02,162.05,158.68,159.72,83737200,-0.018408202703751986,162.6792857142857,166.8656
2022-03-07,2022,3,7,Monday,10,2022-10,159.91,161.54,155.68,155.94,96418800,-0.023717646995884745,162.01,166.55020000000002
2022-03-08,2022,3,8,Tuesday,10,2022-10,155.47,159.44,152.51,154.12,131148300,-0.011676100664010147,160.93714285714287,166.18580000000003
2022-03-09,2022,3,9,Wednesday,10,2022-10,158.07,159.96,156.04,159.51,91454900,0.03499737972865424,160.26571428571427,165.85
2022-03-10,2022,3,10,Thursday,10,2022-10,156.82,157.0,152.69,155.17,105342000,-0.02718610358790141,159.54142857142855,165.4478
2022-03-11,2022,3,11,Friday,10,2022-10,155.57,155.92,151.24,151.46,96970100,-0.0239086261272069,158.66214285714287,164.96959999999999
2022-03-14,2022,3,14,Monday,11,2022-11,148.25,150.87,146.93,147.44,108732100,-0.02656240303486268,157.70428571428573,164.43420000000003
2022-03-15,2022,3,15,Tuesday,11,2022-11,147.71,152.28,147.2,151.81,92964300,0.029677364737772605,157.3557142857143,163.9984
2022-03-16,2022,3,16,Wednesday,11,2022-11,153.73,156.62,151.2,156.22,102300200,0.029015383226812075,157.1357142857143,163.56400000000002
2022-03-17,2022,3,17,Thursday,11,2022-11,155.26,157.6,154.3,157.23,75615400,0.006454173250373341,156.84,163.195
2022-03-18,2022,3,18,Friday,11,2022-11,157.12,161.01,156.39,160.52,123511700,0.020918847391403705,156.7607142857143,162.9852
2022-03-21,2022,3,21,Monday,12,2022-12,160.06,162.84,159.57,161.89,95811400,0.008537637403507992,156.91357142857143,162.86
2022-03-22,2022,3,22,Tuesday,12,2022-12,162.01,165.84,161.43,165.25,81532000,0.020800383204888417,157.07142857142858,162.7986
2022-03-23,2022,3,23,Wednesday,12,2022-12,164.44,168.99,164.11,166.62,98062700,0.008233589399370134,157.35,162.7642
2022-03-24,2022,3,24,Thursday,12,2022-12,167.45,170.46,166.62,170.39,90131400,0.022678060538568356,158.11214285714283,162.7488
2022-03-25,2022,3,25,Friday,12,2022-12,170.21,171.58,169.1,171.03,80546200,0.0037340548434492415,159.19,162.7374
2022-03-28,2022,3,28,Monday,13,2022-13,168.53,172.02,168.37,171.89,90371900,0.005036647152863338,160.4592857142857,162.8084
2022-03-29,2022,3,29,Tuesday,13,2022-13,172.96,175.23,172.62,175.18,100589400,0.01913449333476902,161.57857142857142,162.928
2022-03-30,2022,3,30,Wednesday,13,2022-13,174.78,175.82,172.97,174.02,92633200,-0.0066497088623791445,162.925,163.0884
2022-03-31,2022,3,31,Thursday,13,2022-13,174.08,174.27,170.72,170.92,103049300,-0.017775735664849468,164.31500000000003,163.2566
2022-04-01,2022,4,1,Friday,13,2022-13,170.35,171.19,168.31,170.63,78751300,-0.001718059668314953,165.97142857142856,163.4526
2022-04-04,2022,4,4,Monday,14,2022-14,170.88,174.72,170.76,174.67,76468400,0.02369333087111869,167.6042857142857,163.7704
2022-04-05,2022,4,5,Tuesday,14,2022-14,173.75,174.53,170.74,171.36,73401800,-0.018941859786576587,168.68571428571428,164.03740000000002
2022-04-06,2022,4,6,Wednesday,14,2022-14,168.72,169.96,166.54,168.2,89058800,-0.018450804192419956,169.4692857142857,164.27720000000002
2022-04-07,2022,4,7,Thursday,14,2022-14,167.55,169.7,166.26,168.5,77594700,0.001804096215561879,170.03928571428568,164.5248
2022-04-08,2022,4,8,Friday,14,2022-14,168.15,168.15,165.63,166.5,76575500,-0.01190920875276813,170.3685714285714,164.7416
2022-04-11,2022,4,11,Monday,15,2022-15,165.15,165.46,162.01,162.25,72246700,-0.025515734602194695,170.1542857142857,164.65619999999998
2022-04-12,2022,4,12,Tuesday,15,2022-15,164.47,166.28,163.12,164.12,79265200,0.011523527908150255,169.97571428571428,164.5212
2022-04-13,2022,4,13,Wednesday,15,2022-15,163.86,167.43,163.25,166.8,70618900,0.0163424458061161,169.7192857142857,164.44299999999998
2022-04-14,2022,4,14,Thursday,15,2022-15,167.02,167.65,161.55,161.8,75329400,-0.02998844898723496,169.06,164.2408
2022-04-18,2022,4,18,Monday,16,2022-16,160.46,163.08,160.12,161.58,69023900,-0.0013307631588626023,168.32357142857146,164.0918
2022-04-19,2022,4,19,Tuesday,16,2022-16,161.54,164.28,160.45,163.86,67723800,0.014115197591896722,167.51500000000001,163.99400000000003
2022-04-20,2022,4,20,Wednesday,16,2022-16,165.2,165.31,162.59,163.7,67929800,-0.0010157320203186826,166.77785714285713,163.90720000000002
2022-04-21,2022,4,21,Thursday,16,2022-16,165.34,167.91,162.41,162.91,87227800,-0.004843428197512267,166.20571428571427,163.7426
2022-04-22,2022,4,22,Friday,16,2022-16,162.94,164.33,158.09,158.37,84882400,-0.02782108288879248,165.33,163.4588
2022-04-25,2022,4,25,Monday,17,2022-17,157.72,159.72,155.11,159.44,96046400,0.006737153417313735,164.24214285714288,163.27779999999998
2022-04-26,2022,4,26,Tuesday,17,2022-17,158.82,158.91,153.41,153.49,95623200,-0.03732814168357479,162.96571428571428,163.046
2022-04-27,2022,4,27,Wednesday,17,2022-17,152.62,156.42,152.1,153.26,88063200,-0.0014669388993504562,161.89857142857142,162.805
2022-04-28,2022,4,28,Thursday,17,2022-17,155.89,161.05,155.57,160.18,130216800,0.04515562380441973,161.30428571428573,162.6258
2022-04-29,2022,4,29,Friday,17,2022-17,158.42,162.69,153.93,154.32,131747600,-0.03660466598754297,160.43428571428572,162.334
2022-05-02,2022,5,2,Monday,18,2022-18,153.4,154.89,150.03,154.62,123055300,0.001966070939130038,159.88928571428573,162.1202
2022-05-03,2022,5,3,Tuesday,18,2022-18,154.81,157.32,153.02,156.11,88966500,0.009622778250579112,159.31714285714284,161.967
2022-05-04,2022,5,4,Wednesday,18,2022-18,156.3,162.96,155.9,162.51,108256500,0.04100853408983385,159.0107142857143,162.0002
2022-05-05,2022,5,5,Thursday,18,2022-18,160.39,160.62,151.68,153.46,130525300,-0.05571650223815261,158.415,161.93560000000002
2022-05-06,2022,5,6,Friday,18,2022-18,152.94,156.3,151.15,154.18,116124600,0.004727200593808378,157.88642857142855,161.8332
2022-05-09,2022,5,9,Monday,19,2022-19,151.88,152.76,148.51,149.07,131577900,-0.03318905332462052,156.82999999999998,161.58720000000002
2022-05-10,2022,5,10,Tuesday,19,2022-19,152.46,153.66,149.92,151.47,115366700,0.016112117836981632,155.95642857142857,161.384
2022-05-11,2022,5,11,Wednesday,19,2022-19,150.48,152.39,142.94,143.62,142689800,-0.051841211633638085,154.57857142857142,161.06140000000002
2022-05-12,2022,5,12,Thursday,19,2022-19,139.96,143.32,136.07,139.75,182602000,-0.026894465997704065,153.24857142857144,160.59560000000002
2022-05-13,2022,5,13,Friday,19,2022-19,141.74,145.19,140.29,144.21,113990900,0.03191653368201952,152.16071428571428,160.2254
2022-05-16,2022,5,16,Monday,20,2022-20,142.69,144.62,141.34,142.68,86643800,-0.010672106215521837,151.38857142857142,159.88459999999998
2022-05-17,2022,5,17,Tuesday,20,2022-20,145.93,146.82,143.79,146.3,78336300,0.02542241735094164,150.89142857142858,159.6918
2022-05-18,2022,5,18,Wednesday,20,2022-20,143.96,144.46,137.15,138.05,109742900,-0.05641919963655018,149.31071428571428,159.37040000000002
2022-05-19,2022,5,19,Thursday,20,2022-20,137.13,138.87,133.91,134.65,136095600,-0.024641310288913698,147.9057142857143,158.8732
2022-05-20,2022,5,20,Friday,20,2022-20,136.35,137.93,130.0,134.88,137426100,0.0017473477292242467,146.49571428571429,158.4674
2022-05-23,2022,5,23,Monday,21,2022-21,135.08,140.44,134.94,140.29,117726300,0.040119235490093,145.3657142857143,158.244
2022-05-24,2022,5,24,Tuesday,21,2022-21,138.04,139.18,134.63,137.6,104132700,-0.01921627444859797,143.58642857142857,158.0472
2022-05-25,2022,5,25,Wednesday,21,2022-21,135.71,139.0,135.62,137.75,92482700,0.0011403243209675562,142.46428571428572,157.766
2022-05-26,2022,5,26,Thursday,21,2022-21,134.69,141.5,134.44,140.95,90601500,0.023199100831168495,141.5192857142857,157.4606
2022-05-27,2022,5,27,Friday,21,2022-21,142.53,146.73,142.4,146.7,90978500,0.04075689820394035,141.35,157.25
2022-05-31,2022,5,31,Tuesday,22,2022-22,146.14,147.7,143.95,145.91,103718400,-0.0053461595950911045,140.95285714285714,156.9578
2022-06-01,2022,6,1,Wednesday,22,2022-22,146.95,148.75,144.77,145.78,74286600,-0.0008733144957029371,141.10714285714286,156.6356
2022-06-02,2022,6,2,Thursday,22,2022-22,144.92,148.29,143.97,148.23,72348100,0.016811161820162734,141.71285714285713,156.2952
2022-06-03,2022,6,3,Friday,22,2022-22,144.01,145.06,141.62,142.52,88570300,-0.03855575744923867,141.59214285714285,155.81320000000002
2022-06-06,2022,6,6,Monday,23,2022-23,144.14,145.65,142.05,143.26,71598400,0.005227766174913828,141.63357142857143,155.2706
2022-06-07,2022,6,7,Tuesday,23,2022-23,141.51,146.07,141.26,145.78,67808200,0.017585982678583578,141.59642857142856,154.7656
2022-06-08,2022,6,8,Wednesday,23,2022-23,145.66,146.92,144.56,145.05,53950200,-0.005043505547217664,142.0964285714286,154.22879999999998
2022-06-09,2022,6,9,Thursday,23,2022-23,144.19,145.04,139.73,139.83,69473000,-0.03595562874064406,142.46642857142857,153.5218
2022-06-10,2022,6,10,Friday,23,2022-23,137.52,137.99,134.36,134.43,91437900,-0.03862837271511754,142.43428571428572,152.73
2022-06-13,2022,6,13,Monday,24,2022-24,130.26,132.54,128.85,129.28,122207100,-0.03828515434389557,141.64785714285713,151.8972
2022-06-14,2022,6,14,Tuesday,24,2022-24,130.51,131.26,128.89,130.15,84784300,0.0066726442241134,141.1157142857143,151.0876
2022-06-15,2022,6,15,Wednesday,24,2022-24,131.65,134.64,129.56,132.76,91533000,0.020111640538616138,140.7592857142857,150.2494
2022-06-16,2022,6,16,Thursday,24,2022-24,129.48,129.78,126.5,127.5,108123900,-0.039651745490512535,139.79857142857142,149.37220000000002
2022-06-17,2022,6,17,Friday,24,2022-24,127.51,130.46,127.26,128.97,134520300,0.011533444799843195,138.53214285714287,148.5876
2022-06-21,2022,6,21,Tuesday,25,2022-25,130.79,134.36,130.7,133.2,81000500,0.03276040862516405,137.62428571428572,147.88160000000002
2022-06-22,2022,6,22,Wednesday,25,2022-25,132.14,135.05,131.27,132.69,73409200,-0.00382683571264264,136.68928571428572,147.2054
2022-06-23,2022,6,23,Thursday,25,2022-25,134.13,135.86,132.96,135.55,72433800,0.021573669586909094,135.78357142857143,146.6714
2022-06-24,2022,6,24,Friday,25,2022-25,137.15,139.12,137.02,138.87,89116800,0.024517247908387496,135.52285714285716,146.1664
2022-06-27,2022,6,27,Monday,26,2022-26,139.89,140.67,138.2,138.87,70207900,0.0,135.20928571428573,145.6078
2022-06-28,2022,6,28,Tuesday,26,2022-26,139.33,140.6,134.62,134.74,67083400,-0.02978991736523351,134.4207142857143,145.0666
2022-06-29,2022,6,29,Wednesday,26,2022-26,134.75,137.9,133.98,136.49,66242400,0.01302421933562714,133.80928571428572,144.56480000000002
2022-06-30,2022,6,30,Thursday,26,2022-26,134.55,135.65,131.14,134.03,98964500,-0.018027806549234415,133.395,143.9682
2022-07-01,2022,7,1,Friday,26,2022-26,133.36,136.3,132.99,136.2,71051600,0.016164269590366542,133.52142857142857,143.41819999999998
2022-07-05,2022,7,5,Tuesday,27,2022-27,135.06,138.82,134.24,138.77,73353800,0.0189305333709624,134.1992857142857,142.93540000000002
2022-07-06,2022,7,6,Wednesday,27,2022-27,138.57,141.28,138.3,140.11,74064300,0.009607015420396214,134.91071428571428,142.5702
2022-07-07,2022,7,7,Thursday,27,2022-27,140.47,143.67,140.46,143.47,66253700,0.023999570467740483,135.6757142857143,142.2508
2022-07-08,2022,7,8,Friday,27,2022-27,142.4,144.65,142.15,144.15,64547800,0.004714836467570649,136.865,142.064
2022-07-11,2022,7,11,Monday,28,2022-28,142.8,143.75,140.95,142.02,63141600,-0.014757941808307584,137.79714285714286,141.8392
2022-07-12,2022,7,12,Tuesday,28,2022-28,142.89,145.53,142.2,142.99,77588800,0.00683372938178084,138.49642857142857,141.49540000000002
2022-07-13,2022,7,13,Wednesday,28,2022-28,140.18,143.57,139.32,142.63,71185600,-0.002536771285183259,139.20642857142857,141.26160000000002
2022-07-14,2022,7,14,Thursday,28,2022-28,141.24,146.02,140.43,145.55,78140700,0.02048240140491342,139.9207142857143,141.0802
2022-07-15,2022,7,15,Friday,28,2022-28,146.83,147.89,145.28,147.21,76259900,0.011450364873512475,140.51642857142858,140.9022
2022-07-18,2022,7,18,Monday,29,2022-29,147.77,148.59,143.81,144.18,81420900,-0.020643004170143642,140.8957142857143,140.5356
2022-07-19,2022,7,19,Tuesday,29,2022-29,145.01,148.25,144.02,148.03,82982400,0.02672174862425636,141.845,140.427
2022-07-20,2022,7,20,Wednesday,29,2022-29,148.15,150.69,147.41,150.03,64823400,0.013509780342502165,142.81214285714287,140.34400000000002
2022-07-21,2022,7,21,Thursday,29,2022-29,151.46,152.51,148.95,152.29,65086600,0.015094197617942173,144.11642857142857,140.4084
2022-07-22,2022,7,22,Friday,29,2022-29,152.33,153.2,150.39,151.06,66675400,-0.008110481616204979,145.17785714285714,140.4002
2022-07-25,2022,7,25,Monday,30,2022-30,150.98,151.99,149.28,149.94,53623900,-0.00739849432059525,145.9757142857143,140.5266
2022-07-26,2022,7,26,Tuesday,30,2022-30,149.26,150.08,147.83,148.62,55138700,-0.008826360299737268,146.58357142857145,140.704
2022-07-27,2022,7,27,Wednesday,30,2022-30,149.58,154.23,149.17,153.7,78620700,0.03423447972235816,147.31428571428572,140.8938
2022-07-28,2022,7,28,Thursday,30,2022-30,153.89,154.54,151.37,154.25,81378700,0.0035719614576414926,148.03571428571428,141.1252
2022-07-29,2022,7,29,Friday,30,2022-30,158.07,160.41,156.36,159.31,101786900,0.03279303775843645,149.2707142857143,141.3854
2022-08-01,2022,8,1,Monday,31,2022-31,157.84,160.37,157.72,158.33,67829400,-0.006153629250542192,150.36642857142857,141.791
