Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2022-08-02,2022,8,2,Tuesday,31,2022-31,156.95,159.21,156.49,156.86,59907000,-0.009287114438312982,151.38285714285715,142.2352
2022-08-03,2022,8,3,Wednesday,31,2022-31,157.67,163.31,157.59,162.86,82507500,0.038247468179395616,152.61928571428572,142.7948
2022-08-04,2022,8,4,Thursday,31,2022-31,162.74,163.9,161.19,162.55,55474100,-0.0019260320133372977,153.715,143.24
2022-08-05,2022,8,5,Friday,31,2022-31,160.22,162.81,160.01,162.32,56697000,-0.0013891337411555682,155.0107142857143,143.7344
2022-08-08,2022,8,8,Monday,32,2022-32,163.32,164.74,161.19,161.85,60276900,-0.002902926935469452,155.99785714285713,144.2164
2022-08-09,2022,8,9,Tuesday,32,2022-32,161.02,162.78,160.26,161.9,63135500,0.00030319591688621195,156.8457142857143,144.6354
2022-08-10,2022,8,10,Wednesday,32,2022-32,164.61,166.24,163.84,166.14,70170500,0.026194652532619767,157.835,145.0242
2022-08-11,2022,8,11,Thursday,32,2022-32,166.94,167.86,165.11,165.4,57149200,-0.004431698681594209,158.85928571428573,145.41400000000002
2022-08-12,2022,8,12,Friday,32,2022-32,166.71,169.02,166.3,168.95,68039400,0.021425480334361202,160.21714285714285,145.8774
2022-08-15,2022,8,15,Monday,33,2022-33,168.38,170.21,168.21,170.02,54091700,0.006333730937640114,161.74571428571429,146.3132
2022-08-16,2022,8,16,Tuesday,33,2022-33,169.62,170.53,168.52,169.86,56377100,-0.0009237790307634608,162.9,146.86
2022-08-17,2022,8,17,Wednesday,33,2022-33,169.61,172.92,169.41,171.35,79542000,0.00878459918458363,164.12142857142857,147.4218
2022-08-18,2022,8,18,Thursday,33,2022-33,170.57,171.7,169.95,170.96,62290100,-0.0022917651400223837,164.95357142857142,147.9254
2022-08-19,2022,8,19,Friday,33,2022-33,169.86,170.56,168.17,168.38,70346300,-0.015101790104922852,165.67142857142858,148.392
2022-08-22,2022,8,22,Monday,34,2022-34,166.58,166.75,164.08,164.5,69026800,-0.023029433607299032,166.21714285714285,148.8854
2022-08-23,2022,8,23,Tuesday,34,2022-34,164.02,165.62,163.6,164.17,54147100,-0.0020290873262602815,166.3107142857143,149.4802
2022-08-24,2022,8,24,Wednesday,34,2022-34,164.26,165.03,163.2,164.46,53841500,0.001793967636269933,166.44714285714286,150.18380000000002
2022-08-25,2022,8,25,Thursday,34,2022-34,165.69,167.02,165.27,166.92,51218200,0.01492261880186141,166.77571428571426,150.9192
2022-08-26,2022,8,26,Friday,34,2022-34,167.45,167.92,160.56,160.62,78961000,-0.03769915146513292,166.68785714285715,151.47639999999998
2022-08-29,2022,8,29,Monday,35,2022-35,158.2,159.92,156.89,158.42,73314000,-0.013690292471925547,166.4392857142857,152.0948
2022-08-30,2022,8,30,Tuesday,35,2022-35,159.16,159.58,154.83,156.0,77906200,-0.015305508679003266,165.71499999999997,152.6354
2022-08-31,2022,8,31,Wednesday,35,2022-35,157.37,157.64,154.26,154.34,87991100,-0.010634747458860283,164.92499999999998,153.0582
2022-09-01,2022,9,1,Thursday,35,2022-35,153.77,155.52,151.84,155.07,74229900,0.004706452511296089,163.93357142857144,153.5058
2022-09-02,2022,9,2,Friday,35,2022-35,156.82,157.42,152.13,152.96,76957800,-0.01361100019070216,162.715,153.85399999999998
2022-09-06,2022,9,6,Tuesday,36,2022-36,153.6,154.21,150.87,151.7,73714800,-0.008214785116819723,161.41785714285714,154.1106
2022-09-07,2022,9,7,Wednesday,36,2022-36,151.98,153.8,150.8,153.1,87449600,0.009253578963515086,160.1142857142857,154.39520000000002
2022-09-08,2022,9,8,Thursday,36,2022-36,151.81,153.5,149.88,151.63,84923800,-0.009617619375843933,158.73357142857142,154.733
2022-09-09,2022,9,9,Friday,36,2022-36,152.62,154.93,151.92,154.49,68028800,0.01883978005631537,157.74142857142857,155.093
2022-09-12,2022,9,12,Monday,37,2022-37,156.67,161.25,156.38,160.44,104956000,0.038507926376911694,157.45142857142855,155.6212
2022-09-13,2022,9,13,Tuesday,37,2022-37,156.97,157.6,150.56,151.02,122656600,-0.05867965335027525,156.51214285714286,155.9176
2022-09-14,2022,9,14,Wednesday,37,2022-37,151.95,154.22,150.8,152.47,87965400,0.009555255072023705,155.65571428571428,156.1916
2022-09-15,2022,9,15,Thursday,37,2022-37,151.82,152.4,148.61,149.58,90481100,-0.01892983283648353,154.41714285714286,156.381
2022-09-16,2022,9,16,Friday,37,2022-37,148.44,148.58,145.65,147.94,162278800,-0.010959819978094032,153.51142857142855,156.47039999999998
2022-09-19,2022,9,19,Monday,38,2022-38,146.58,151.73,146.37,151.65,81474200,0.02508269411069408,153.02785714285713,156.62040000000002
2022-09-20,2022,9,20,Tuesday,38,2022-38,150.59,155.18,150.28,154.03,107689800,0.015665454820599667,152.88714285714286,156.8606
2022-09-21,2022,9,21,Wednesday,38,2022-38,154.46,155.83,150.79,150.9,101696800,-0.02026787929125573,152.64142857142858,157.0188
2022-09-22,2022,9,22,Thursday,38,2022-38,149.59,151.64,148.15,149.94,86652500,-0.006375042860426228,152.275,157.165
2022-09-23,2022,9,23,Friday,38,2022-38,148.42,148.7,145.84,147.67,96029900,-0.01512372728260769,151.89714285714285,157.2074
2022-09-26,2022,9,26,Monday,39,2022-39,146.92,150.95,146.9,148.01,93339400,0.0022602817504489003,151.63357142857143,157.2234
2022-09-27,2022,9,27,Tuesday,39,2022-39,149.94,151.89,147.2,148.98,84442700,0.006566169120582277,151.33928571428572,157.3194
2022-09-28,2022,9,28,Wednesday,39,2022-39,144.94,147.88,142.19,147.1,146691400,-0.012651631376783268,151.01571428571427,157.3008
2022-09-29,2022,9,29,Thursday,39,2022-39,143.42,144.03,138.1,139.87,128138200,-0.049118997248766005,149.97142857142856,157.0976
2022-09-30,2022,9,30,Friday,39,2022-39,138.69,140.48,135.47,135.67,124925300,-0.03003917840657022,148.20214285714286,156.7652
2022-10-03,2022,10,3,Monday,40,2022-40,135.68,140.45,135.17,139.84,114311700,0.030752406825015566,147.40357142857144,156.5408
2022-10-04,2022,10,4,Tuesday,40,2022-40,142.37,143.54,141.62,143.42,87830100,0.025623052356136933,146.75714285714284,156.41039999999998
2022-10-05,2022,10,5,Wednesday,40,2022-40,141.43,144.68,140.39,143.72,79471000,0.0020532109201585325,146.3385714285714,156.3124
2022-10-06,2022,10,6,Thursday,40,2022-40,143.14,144.84,142.56,142.77,68402200,-0.006625526623938338,145.96928571428572,156.09380000000002
2022-10-07,2022,10,7,Friday,40,2022-40,139.93,140.48,136.9,137.52,85925600,-0.03671882072426136,144.96,155.7592
2022-10-10,2022,10,10,Monday,41,2022-41,137.85,139.29,136.03,137.85,74899000,0.002355769582834011,143.8042857142857,155.33
2022-10-11,2022,10,11,Tuesday,41,2022-41,137.34,138.76,135.69,136.43,77033700,-0.010255149491952498,142.7707142857143,154.892
2022-10-12,2022,10,12,Wednesday,41,2022-41,136.58,137.79,135.63,135.81,70433700,-0.004604895925706121,141.76142857142855,154.471
2022-10-13,2022,10,13,Thursday,41,2022-41,132.52,140.96,131.91,140.37,113224000,0.03361291947049594,141.23999999999998,154.02120000000002
2022-10-14,2022,10,14,Friday,41,2022-41,141.67,141.87,135.66,135.85,88598000,-0.0322399215595901,140.37142857142857,153.4872
2022-10-17,2022,10,17,Monday,42,2022-42,138.49,140.28,137.7,139.8,85250900,0.029122898375042228,139.71571428571428,153.03679999999997
2022-10-18,2022,10,18,Tuesday,42,2022-42,142.83,144.01,138.03,141.12,99136600,0.009409270523949465,139.28857142857143,152.62220000000002
2022-10-19,2022,10,19,Wednesday,42,2022-42,139.09,142.29,138.91,141.22,61758300,0.0007652270119404836,139.38500000000002,152.2086
2022-10-20,2022,10,20,Thursday,42,2022-42,140.4,143.22,140.04,140.76,64522000,-0.003266988377378488,139.74857142857144,151.701
2022-10-21,2022,10,21,Friday,42,2022-42,140.25,145.14,140.04,144.57,86548600,0.02705896406707109,140.08642857142857,151.28439999999998
2022-10-24,2022,10,24,Monday,43,2022-43,144.49,147.48,143.33,146.71,75981900,0.01480268973245269,140.32142857142858,150.8396
2022-10-25,2022,10,25,Tuesday,43,2022-43,147.34,149.7,146.62,149.55,74732300,0.019337598081653695,140.73785714285714,150.4302
2022-10-26,2022,10,26,Wednesday,43,2022-43,148.19,149.21,145.33,146.61,88194300,-0.019627119121368497,141.01214285714286,149.96519999999998
2022-10-27,2022,10,27,Thursday,43,2022-43,145.36,146.32,141.49,142.15,109180200,-0.030465373681573094,141.34285714285716,149.3812
2022-10-28,2022,10,28,Friday,43,2022-43,145.49,154.62,145.11,152.89,164762400,0.07555259952244509,142.41714285714286,149.0198
2022-10-31,2022,10,31,Monday,44,2022-44,150.35,151.41,149.14,150.53,97943200,-0.015410364864136605,143.42428571428573,148.6628
2022-11-01,2022,11,1,Tuesday,44,2022-44,152.24,152.6,146.4,147.89,80379300,-0.01754295446606635,144.28714285714287,148.3306
2022-11-02,2022,11,2,Wednesday,44,2022-44,146.22,149.38,142.34,142.37,93604600,-0.03730493619113784,144.43,147.8946
2022-11-03,2022,11,3,Thursday,44,2022-44,139.46,140.18,136.21,136.34,97918500,-0.042405169922911545,144.465,147.3322
2022-11-04,2022,11,4,Friday,44,2022-44,139.72,140.29,132.14,136.07,140814800,-0.0019471916869083783,144.19857142857143,146.7152
2022-11-07,2022,11,7,Monday,45,2022-45,134.82,136.83,133.41,136.6,83374600,0.003902429834479859,143.87571428571428,146.2348
2022-11-08,2022,11,8,Tuesday,45,2022-45,138.07,139.07,135.2,137.17,89908500,0.004175006682624494,143.58642857142857,145.8098
2022-11-09,2022,11,9,Wednesday,45,2022-45,136.19,136.24,132.34,132.62,74917800,-0.03319021764582275,143.005,145.3422
2022-11-10,2022,11,10,Thursday,45,2022-45,138.88,144.42,137.17,144.42,118854000,0.08897490567320743,142.99428571428572,145.1438
2022-11-11,2022,11,11,Friday,45,2022-45,143.39,147.51,141.96,147.2,93979700,0.01926856782779951,143.02928571428572,144.9864
2022-11-14,2022,11,14,Monday,46,2022-46,146.48,147.77,144.97,145.81,73374100,-0.009485429004042367,142.76214285714286,144.8434
2022-11-15,2022,11,15,Tuesday,46,2022-46,149.68,151.03,146.08,147.54,89868300,0.011869288695590008,142.82857142857142,144.7602
2022-11-16,2022,11,16,Wednesday,46,2022-46,146.64,147.37,144.83,146.31,64218300,-0.008331335522754446,143.12571428571428,144.6244
2022-11-17,2022,11,17,Thursday,46,2022-46,143.99,148.95,143.71,148.2,80389400,0.012971661586028915,142.79071428571427,144.5558
2022-11-18,2022,11,18,Friday,46,2022-46,149.77,150.15,147.47,148.77,74829600,0.0037818370511308874,142.665,144.4414
2022-11-21,2022,11,21,Monday,47,2022-47,147.65,147.86,145.25,145.54,58724100,-0.02168035356171083,142.49714285714285,144.1434
2022-11-22,2022,11,22,Tuesday,47,2022-47,145.66,147.91,144.48,147.67,51804100,0.014661200868097524,142.87571428571428,144.0764
2022-11-23,2022,11,23,Wednesday,47,2022-47,146.96,149.3,146.85,148.55,58301400,0.005926157839375001,143.74785714285716,143.998
2022-11-25,2022,11,25,Friday,47,2022-47,145.83,146.4,144.66,145.64,35195900,-0.019593349681411798,144.43142857142857,143.9192
2022-11-28,2022,11,28,Monday,48,2022-48,142.72,144.19,140.99,141.81,69246000,-0.026264109366752497,144.80357142857142,143.7966
2022-11-29,2022,11,29,Tuesday,48,2022-48,141.88,142.39,138.01,138.81,83763800,-0.02114824754862532,144.92071428571427,143.53979999999999
2022-11-30,2022,11,30,Wednesday,48,2022-48,139.04,146.24,138.2,145.56,111380900,0.04859366243985308,145.845,143.3704
2022-12-01,2022,12,1,Thursday,48,2022-48,145.74,146.64,144.16,145.83,71250400,0.0018917352157736822,145.94571428571427,143.269
2022-12-02,2022,12,2,Friday,48,2022-48,143.52,145.53,143.22,145.34,65447400,-0.00337161556718768,145.81285714285713,143.177
2022-12-05,2022,12,5,Monday,49,2022-49,145.3,148.4,143.34,144.18,68826400,-0.007983234388903915,145.69642857142858,143.1072
2022-12-06,2022,12,6,Tuesday,49,2022-49,144.62,144.84,139.55,140.53,64727200,-0.025369635639955646,145.19571428571427,142.9576
2022-12-07,2022,12,7,Wednesday,49,2022-49,139.82,140.98,137.66,138.59,69721100,-0.013785082450109898,144.6442857142857,142.7498
2022-12-08,2022,12,8,Thursday,49,2022-49,139.98,141.12,138.75,140.27,62128300,0.012132569299515117,144.07785714285714,142.6132
2022-12-09,2022,12,9,Friday,49,2022-49,139.96,143.14,138.55,139.79,76097000,-0.0034347947591830685,143.4364285714286,142.6116
2022-12-12,2022,12,12,Monday,50,2022-50,140.32,142.09,138.71,142.08,70462700,0.016390037281492242,143.18928571428572,142.7398
2022-12-13,2022,12,13,Tuesday,50,2022-50,147.01,147.47,141.83,143.04,93886200,0.006782429669867529,142.85857142857142,142.80380000000002
2022-12-14,2022,12,14,Wednesday,50,2022-50,142.92,144.21,138.8,140.82,82291200,-0.015535897801868925,142.30642857142857,142.7518
2022-12-15,2022,12,15,Thursday,50,2022-50,138.76,139.43,133.76,134.22,98931900,-0.04685419889827236,141.4907142857143,142.5618
2022-12-16,2022,12,16,Friday,50,2022-50,134.41,135.35,131.5,132.27,160156900,-0.014578853029277639,140.80928571428572,142.3518
2022-12-19,2022,12,19,Monday,51,2022-51,132.86,132.94,129.13,130.16,79592600,-0.01590942913869542,140.1914285714286,142.2046
2022-12-20,2022,12,20,Tuesday,51,2022-51,129.2,131.03,127.72,130.09,77432800,-0.0005288254412983973,139.08642857142857,142.0494
2022-12-21,2022,12,21,Wednesday,51,2022-51,130.76,134.53,130.53,133.19,85928000,0.023809618760376017,138.1835714285714,141.9846
2022-12-22,2022,12,22,Thursday,51,2022-51,132.11,132.31,128.13,130.02,77852100,-0.023772590399403937,137.08928571428572,141.8688
2022-12-23,2022,12,23,Friday,51,2022-51,128.74,130.21,127.48,129.66,63814900,-0.002798430832074872,136.05214285714285,141.6546
2022-12-27,2022,12,27,Tuesday,52,2022-52,129.19,129.22,126.57,127.86,69007800,-0.013878372548267404,135.14714285714285,141.4948
2022-12-28,2022,12,28,Wednesday,52,2022-52,127.51,128.84,123.77,123.94,85438400,-0.03068508789113722,134.1007142857143,141.1776
2022-12-29,2022,12,29,Thursday,52,2022-52,125.85,128.3,125.6,127.45,75703700,0.02832434881477619,133.185,140.90419999999997
2022-12-30,2022,12,30,Friday,52,2022-52,126.27,127.78,125.3,127.76,77034200,0.002468702273990875,132.32571428571427,140.635
2023-01-03,2023,1,3,Tuesday,01,2023-01,128.11,128.72,122.1,122.98,112117500,-0.037404647937022695,130.96142857142857,140.2794
2023-01-04,2023,1,4,Wednesday,01,2023-01,124.77,126.51,122.99,124.25,89113600,0.010314344223395278,129.61928571428572,139.87300000000002
2023-01-05,2023,1,5,Thursday,01,2023-01,125.01,125.64,122.68,122.93,80962700,-0.01060478686624522,128.3414285714286,139.3974
2023-01-06,2023,1,6,Friday,01,2023-01,123.91,128.12,122.81,127.46,87754700,0.03679412057670928,127.85857142857142,138.9556
2023-01-09,2023,1,9,Monday,02,2023-02,128.29,131.18,127.72,127.98,70790800,0.004089186085920904,127.55214285714285,138.583
2023-01-10,2023,1,10,Tuesday,02,2023-02,128.09,129.07,125.98,128.55,63896200,0.004456214281728599,127.43714285714286,138.311
2023-01-11,2023,1,11,Wednesday,02,2023-02,129.06,131.28,128.28,131.26,69458900,0.02111225314524634,127.5207142857143,137.87839999999997
2023-01-12,2023,1,12,Thursday,02,2023-02,131.65,132.02,129.25,131.18,71379600,-0.0005997163582256437,127.37714285714286,137.4914
2023-01-13,2023,1,13,Friday,02,2023-02,129.83,132.67,129.46,132.51,57809700,0.010119409238382504,127.55499999999999,137.18380000000002
2023-01-17,2023,1,17,Tuesday,03,2023-03,132.58,135.0,131.89,133.67,63646600,0.008756436947850332,127.84142857142857,137.00979999999998
2023-01-18,2023,1,18,Wednesday,03,2023-03,134.54,136.3,132.78,132.95,69672800,-0.0053700319955416465,128.205,136.942
2023-01-19,2023,1,19,Thursday,03,2023-03,131.84,133.98,131.54,133.01,58280400,0.0004438073552432975,128.85285714285715,136.8808
2023-01-20,2023,1,20,Friday,03,2023-03,133.02,135.72,131.98,135.57,80223600,0.019220826359020338,129.43285714285713,136.8602
2023-01-23,2023,1,23,Monday,04,2023-04,135.81,140.93,135.6,138.76,81760300,0.02350040074704074,130.21857142857144,136.892
2023-01-24,2023,1,24,Tuesday,04,2023-04,137.97,140.77,137.96,140.15,66435100,0.010062957403405681,131.445,137.0426
2023-01-25,2023,1,25,Wednesday,04,2023-04,138.54,140.05,136.49,139.49,65799300,-0.004700729682240223,132.53357142857143,136.944
2023-01-26,2023,1,26,Thursday,04,2023-04,140.78,141.84,139.53,141.56,54105100,0.014803242387889215,133.8642857142857,136.8312
2023-01-27,2023,1,27,Friday,04,2023-04,140.77,144.77,140.69,143.49,70555800,0.013684435528352745,135.0092857142857,136.7848
2023-01-30,2023,1,30,Monday,05,2023-05,142.54,143.12,140.47,140.61,64015300,-0.020078134329413633,135.91142857142856,136.64620000000002
2023-01-31,2023,1,31,Tuesday,05,2023-05,140.32,141.93,139.91,141.88,65874500,0.00902113834195406,136.86357142857142,136.55759999999998
2023-02-01,2023,2,1,Wednesday,05,2023-05,141.57,144.16,138.96,143.0,77663600,0.007900626098511498,137.70214285714286,136.4536
2023-02-02,2023,2,2,Thursday,05,2023-05,146.41,148.66,145.7,148.3,118339000,0.037062412503841236,138.925,136.4442
2023-02-03,2023,2,3,Friday,05,2023-05,145.56,154.75,145.36,151.92,154357300,0.02439989040231061,140.3114285714286,136.5718
2023-02-06,2023,2,6,Monday,06,2023-06,150.02,150.54,148.26,149.2,69858300,-0.017928694609359086,141.42071428571427,136.6024
2023-02-07,2023,2,7,Tuesday,06,2023-06,148.13,152.64,148.13,152.07,83322600,0.01924487099688621,142.78642857142856,136.6728
2023-02-08,2023,2,8,Wednesday,06,2023-06,151.31,152.0,148.65,149.38,64120100,-0.01765282135789903,143.95571428571427,136.7476
2023-02-09,2023,2,9,Thursday,06,2023-06,151.21,151.75,147.91,148.35,56007100,-0.00691169655460111,144.86857142857144,136.8784
2023-02-10,2023,2,10,Friday,06,2023-06,147.19,149.04,146.95,148.72,57450700,0.0024561823951996242,145.57999999999998,137.07659999999998
2023-02-13,2023,2,13,Monday,07,2023-07,148.66,151.92,148.63,151.51,62199000,0.01880685820289485,146.39142857142858,137.1956
2023-02-14,2023,2,14,Tuesday,07,2023-07,149.81,151.43,148.57,150.87,61707600,-0.00422495126179534,147.2042857142857,137.2964
2023-02-15,2023,2,15,Wednesday,07,2023-07,150.78,153.14,150.56,152.97,65573800,0.01390343287521878,148.0192857142857,137.44899999999998
2023-02-16,2023,2,16,Thursday,07,2023-07,151.18,153.96,151.02,151.38,68167900,-0.01042932032013244,148.58285714285714,137.593
2023-02-17,2023,2,17,Friday,07,2023-07,150.04,150.68,148.56,150.23,59144100,-0.007546862083310568,149.27,137.787
2023-02-21,2023,2,21,Tuesday,08,2023-08,147.92,149.0,146.16,146.22,58867200,-0.026679828448584186,149.57999999999998,137.9396
2023-02-22,2023,2,22,Wednesday,08,2023-08,146.61,147.67,144.93,146.65,51011300,0.0028962755597230494,149.84071428571428,138.06719999999999
2023-02-23,2023,2,23,Thursday,08,2023-08,147.81,148.06,145.0,147.13,48394200,0.0032904813275798084,149.75714285714284,138.214
2023-02-24,2023,2,24,Friday,08,2023-08,144.88,144.95,143.51,144.48,55469600,-0.01800520950437945,149.22571428571428,138.262
2023-02-27,2023,2,27,Monday,09,2023-09,145.47,146.9,145.21,145.67,44998500,0.00824753983176052,148.97357142857143,138.31459999999998
2023-02-28,2023,2,28,Tuesday,09,2023-09,144.82,146.82,144.6,145.17,50547000,-0.003447731541385779,148.4807142857143,138.4016
2023-03-01,2023,3,1,Wednesday,09,2023-09,144.6,144.99,142.81,143.1,55479000,-0.014246250397574434,148.03214285714284,138.57920000000001
2023-03-02,2023,3,2,Thursday,09,2023-09,142.19,144.48,141.71,143.69,52238100,0.004129167393513766,147.6992857142857,138.8076
2023-03-03,2023,3,3,Friday,09,2023-09,145.79,148.82,145.09,148.74,70732300,0.0350902063675671,147.70071428571427,139.17919999999998
2023-03-06,2023,3,6,Monday,10,2023-10,151.45,153.93,151.13,151.49,87558000,0.018539169422393975,147.6992857142857,139.6072
2023-03-07,2023,3,7,Tuesday,10,2023-10,151.37,151.69,148.83,149.3,56182000,-0.014496454072151388,147.58714285714285,139.9294
2023-03-08,2023,3,8,Wednesday,10,2023-10,150.49,151.14,149.52,150.55,47204800,0.008377242672365615,147.41428571428574,140.34
2023-03-09,2023,3,9,Thursday,10,2023-10,151.23,152.19,147.95,148.3,53833600,-0.014914561451465635,147.19428571428574,140.71280000000002
2023-03-10,2023,3,10,Friday,10,2023-10,147.93,148.65,145.37,146.24,68572400,-0.01387864139553352,146.90928571428572,141.0804
2023-03-13,2023,3,13,Monday,11,2023-11,145.57,150.81,145.46,148.18,84457100,0.013266084394357947,147.04928571428573,141.5652
2023-03-14,2023,3,14,Tuesday,11,2023-11,148.98,151.07,147.82,150.27,73695900,0.014088956566258526,147.30785714285713,142.0216
2023-03-15,2023,3,15,Wednesday,11,2023-11,148.89,150.92,147.64,150.67,77167900,0.00262178293424431,147.56071428571428,142.47979999999998
2023-03-16,2023,3,16,Thursday,11,2023-11,149.85,154.08,149.34,153.48,76161100,0.01869369095652451,148.20357142857142,143.0898
2023-03-17,2023,3,17,Friday,11,2023-11,153.71,154.36,151.94,152.65,98944600,-0.005454005169474363,148.70214285714286,143.65779999999998
2023-03-20,2023,3,20,Monday,12,2023-12,152.71,155.42,151.81,155.01,73641400,0.015483911468468614,149.405,144.2994
2023-03-21,2023,3,21,Tuesday,12,2023-12,154.93,156.98,154.16,156.86,73938300,0.011943948345364275,150.38785714285714,144.88739999999999
2023-03-22,2023,3,22,Wednesday,12,2023-12,156.88,159.68,155.41,155.43,75701800,-0.009103372789745046,151.22642857142858,145.4364
2023-03-23,2023,3,23,Thursday,12,2023-12,156.42,159.1,155.29,156.52,67622100,0.0069695506374987115,151.78214285714287,145.9958
2023-03-24,2023,3,24,Friday,12,2023-12,156.45,157.9,155.45,157.82,59196500,0.008305672132093767,152.2342857142857,146.52700000000002
2023-03-27,2023,3,27,Monday,13,2023-13,157.51,158.33,155.47,155.88,52390300,-0.012293472761266133,152.70428571428573,147.02100000000002
2023-03-28,2023,3,28,Tuesday,13,2023-13,155.57,156.08,153.61,155.26,45992200,-0.00398022768546924,153.0407142857143,147.476
2023-03-29,2023,3,29,Wednesday,13,2023-13,156.95,158.6,156.93,158.33,51305700,0.019790785817088263,153.75714285714284,147.9692
2023-03-30,2023,3,30,Thursday,13,2023-13,159.08,160.0,158.82,159.89,49501700,0.009889840253719084,154.73214285714286,148.50799999999998
2023-03-31,2023,3,31,Friday,13,2023-13,159.97,162.49,159.45,162.4,68749800,0.015644218821140532,155.74785714285713,149.0958
2023-04-03,2023,4,3,Monday,14,2023-14,161.78,163.76,161.73,163.65,56976200,0.007701670507150649,156.70357142857142,149.6574
2023-04-04,2023,4,4,Tuesday,14,2023-14,164.07,164.31,162.6,163.11,46278300,-0.0032495944184293135,157.59214285714285,150.1444
2023-04-05,2023,4,5,Wednesday,14,2023-14,162.24,162.54,159.34,161.27,51511700,-0.011290312924233326,158.14857142857142,150.5668
2023-04-06,2023,4,6,Thursday,14,2023-14,159.96,162.45,159.54,162.16,45390100,0.0054956959764145275,158.8278571428571,151.02020000000002
2023-04-10,2023,4,10,Monday,15,2023-15,158.97,159.57,157.65,159.57,47716900,-0.01597203043304185,159.15357142857144,151.3804
2023-04-11,2023,4,11,Tuesday,15,2023-15,159.88,159.89,158.07,158.36,47644200,-0.0075911836126441035,159.2607142857143,151.67780000000002
2023-04-12,2023,4,12,Wednesday,15,2023-15,158.77,159.6,157.35,157.67,50133100,-0.004353380822249342,159.4207142857143,152.019
2023-04-13,2023,4,13,Thursday,15,2023-15,159.18,163.28,158.97,163.05,68445600,0.034103777223198684,159.88714285714286,152.44240000000002
2023-04-14,2023,4,14,Friday,15,2023-15,162.09,163.79,161.33,162.7,49386500,-0.0021141087136654635,160.2357142857143,152.83640000000003
2023-04-17,2023,4,17,Monday,16,2023-16,162.58,162.88,161.54,162.72,41516200,0.00012126311714300009,160.7242857142857,153.1248
2023-04-18,2023,4,18,Tuesday,16,2023-16,163.58,164.87,163.13,163.94,49923000,0.0075043672403476425,161.34428571428572,153.36520000000002
2023-04-19,2023,4,19,Wednesday,16,2023-16,163.28,165.61,163.03,165.08,47720200,0.006968299950000478,161.82642857142858,153.68280000000001
2023-04-20,2023,4,20,Thursday,16,2023-16,163.57,165.32,163.05,164.12,52456400,-0.005846130013332118,162.1285714285714,153.9238
2023-04-21,2023,4,21,Friday,16,2023-16,162.54,163.92,161.99,162.51,58337300,-0.009780857652912145,162.13642857142858,154.1864
2023-04-24,2023,4,24,Monday,17,2023-17,162.49,163.08,161.4,162.82,41949600,0.0018783150429608764,162.07714285714286,154.4758
2023-04-25,2023,4,25,Tuesday,17,2023-17,162.68,163.78,161.24,161.28,48714100,-0.009435726958828994,161.94642857142858,154.727
2023-04-26,2023,4,26,Wednesday,17,2023-17,160.58,162.77,160.33,161.27,45498800,-6.092816682656821e-05,161.94642857142858,154.9222
2023-04-27,2023,4,27,Thursday,17,2023-17,162.68,166.0,162.68,165.85,64902300,0.028395201898349764,162.21,155.2218
2023-04-28,2023,4,28,Friday,17,2023-17,165.93,167.27,165.33,167.1,55275900,0.007541152166828935,162.74785714285713,155.5044
2023-05-01,2023,5,1,Monday,18,2023-18,166.71,167.86,166.08,167.01,52472900,-0.0005305325112788806,163.3657142857143,155.817
2023-05-02,2023,5,2,Tuesday,18,2023-18,167.51,167.76,165.0,165.98,48425700,-0.006191339214802527,163.9592857142857,156.13199999999998
2023-05-03,2023,5,3,Wednesday,18,2023-18,166.93,168.32,164.62,164.91,65136000,-0.006467277409419103,164.09214285714285,156.5058
2023-05-04,2023,5,4,Thursday,18,2023-18,162.39,164.5,161.81,163.27,81235400,-0.009913267239333279,164.13285714285712,156.8382
2023-05-05,2023,5,5,Friday,18,2023-18,168.38,171.65,168.17,170.93,113453200,0.04692679080080664,164.71928571428572,157.3142
2023-05-08,2023,5,8,Monday,19,2023-19,169.86,171.21,169.5,170.86,55962800,-0.000403487668854452,165.2135714285714,157.8418
2023-05-09,2023,5,9,Tuesday,19,2023-19,170.42,170.9,168.99,169.16,45326900,-0.00997097198959973,165.50500000000002,158.3116
2023-05-10,2023,5,10,Wednesday,19,2023-19,170.39,171.39,169.29,170.92,53724500,0.010420748335400853,165.9907142857143,158.82659999999998
2023-05-11,2023,5,11,Thursday,19,2023-19,171.21,171.94,169.56,171.11,49514700,0.0010946574254322439,166.605,159.3868
2023-05-12,2023,5,12,Friday,19,2023-19,171.22,171.65,168.64,170.18,45533100,-0.0054176319830496755,167.1307142857143,159.9166
2023-05-15,2023,5,15,Monday,20,2023-20,170.77,170.82,169.1,169.69,37266700,-0.0028971988006656346,167.73142857142855,160.3356
2023-05-16,2023,5,16,Tuesday,20,2023-20,169.61,170.75,169.42,169.69,42110300,0.0,168.33285714285714,160.6996
2023-05-17,2023,5,17,Wednesday,20,2023-20,169.34,170.54,168.06,170.3,57951600,0.0036032239912078268,168.6507142857143,161.11960000000002
2023-05-18,2023,5,18,Thursday,20,2023-20,170.61,172.82,170.19,172.63,65496700,0.013666136693622377,169.0457142857143,161.5612
2023-05-19,2023,5,19,Friday,20,2023-20,173.95,173.95,172.52,172.74,55809500,0.00062836589863835,169.45499999999998,162.05
